1.000000, 913.000000
2.000000, 912.000000
3.000000, 903.000000
4.000000, 214.000000
5.000000, 222.000000
6.000000, 702.000000
7.000000, 560.000000
8.000000, 700.000000
9.000000, 703.000000
10.000000, 704.000000
11.000000, 705.000000
12.000000, 706.000000
13.000000, 707.000000
14.000000, 708.000000
15.000000, 242.000000
16.000000, 295.000000
17.000000, 701.000000
18.000000, 532.000000
19.000000, 275.000000
20.000000, 284.000000
21.000000, 280.000000
22.000000, 245.000000
23.000000, 228.000000
24.000000, 261.000000
25.000000, 412.000000
26.000000, 568.000000
27.000000, 206.000000
